id,valve_id,component_name,component_text,created_at,updated_at
4307,370,BONNET,"BOLTED, OS&Y, RING JOINT",,
4308,370,DISC,PLUG TYPE,,
4309,370,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
4310,370,OPERATOR,IMPACTOR HANDWHEEL,,
4311,370,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4312,370,PORT,N/A,,
4313,370,RATING,ASME CLASS 600,,
4314,370,STANDARD,ASME B16.34,,
4315,370,STEM,11-13% CR.,,
4316,370,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
4317,370,TYPE,STOP-CHECK (NON-RETURN) GLOBE TYPE,,
4318,371,BODY,"CAST 1-1/4 CR - 1/2 MO; ASTM A217, GR. WC6",,
4319,371,BONNET,"BOLTED; OS&Y, RING JOINT",,
4320,371,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4321,371,DISC,PLUG TYPE,,
4322,371,ENDS,"BUTT WELDING, XS BORE",,
4323,371,OPERATOR,IMPACTOR HANDWHEEL,,
4324,371,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4325,371,PORT,N/A,,
4326,371,RATING,ASME CLASS 600,,
4327,371,SERVICE,SUPERHEATED STEAM AT 1050F MAXIMUM DESIGN TEMPERATURE.,,
4328,371,STANDARD,ASME B16.34,,
4329,371,STEM,11-13% CR.,,
4330,371,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
4331,371,TYPE,STOP-CHECK (NON-RETURN) GLOBE TYPE,,
4332,372,BODY,"CAST 1-1/4 CR - 1/2 MO; ASTM A217, GR. WC6",,
4333,372,BONNET,"BOLTED; OS&Y, RING JOINT",,
4334,372,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4335,372,DISC,PLUG TYPE,,
4336,372,ENDS,"BUTT WELDING, SCH 100 BORE",,
4337,372,OPERATOR,IMPACTOR HANDWHEEL,,
4338,372,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4339,372,PORT,N/A,,
4340,372,RATING,ASME CLASS 600,,
4341,372,SERVICE,SUPERHEATED STEAM AT 1050F MAXIMUM DESIGN TEMPERATURE,,
4342,372,STANDARD,ASME B16.34,,
4343,372,STEM,11-13% CR.,,
4344,372,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
4345,372,TYPE,STOP-CHECK (NON-RETURN) GLOBE TYPE,,
4346,374,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCB",,
4347,374,BONNET,"BOLTED; OS&Y, RING JOINT",,
4348,374,DISC,PLUG TYPE,,
4349,374,ENDS,RAISED FACE FLANGED,,
4350,374,OPERATOR,IMPACTOR HANDWHEEL,,
4351,374,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4352,374,PORT,N/A,,
4353,374,RATING,ASME CLASS 600,,
4354,374,STANDARD,ASME B16.34,,
4355,374,STEM,11-13% CR.,,
4356,374,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
4357,374,TYPE,STOP-CHECK (NON-RETURN) ANGLE TYPE,,
4358,375,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCB",,
4359,375,BONNET,"BOLTED; OS&Y, RING JOINT",,
4360,375,DISC,PLUG TYPE,,
4361,375,ENDS,RING JOINT FLANGED,,
4362,375,OPERATOR,IMPACTOR HANDWHEEL,,
4363,375,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4364,375,PORT,N/A,,
4365,375,RATING,ASME CLASS 600,,
4366,375,STANDARD,ASME B16.34,,
4367,375,STEM,11-13% CR.,,
4368,375,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
4369,375,TYPE,STOP-CHECK (NON-RETURN) ANGLE TYPE,,
4370,376,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCB",,
4371,376,BONNET,"BOLTED, OS&Y, RING JOINT",,
4372,376,DISC,PLUG TYPE,,
4373,376,ENDS,BUTT WELDING (SPECIFY WELD END BORE),,
4374,376,OPERATOR,IMPACTOR HANDWHEEL,,
4375,376,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4376,376,PORT,N/A,,
4377,376,RATING,ASME CLASS 600,,
4378,376,STANDARD,ASME B16.34,,
4379,376,STEM,11-13% CR.,,
4380,376,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
4381,376,TYPE,STOP-CHECK (NON-RETURN) ANGLE TYPE,,
4382,377,BODY,"CAST 1-1/4 CR - 1/2 MO; ASTM A217, GR. WC6",,
4383,377,BONNET,"BOLTED; OS&Y, RING JOINT",,
4384,377,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4385,377,DISC,PLUG TYPE,,
4386,377,ENDS,"BUTT WELDING, XS BORE",,
4387,377,OPERATOR,IMPACTOR HANDWHEEL,,
4388,377,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4389,377,PORT,N/A,,
4390,377,RATING,ASME CLASS 600,,
4391,377,SERVICE,SUPERHEATED STEAM AT 1050F MAXIMUM DESIGN TEMPERATURE,,
4392,377,STANDARD,ASME B16.34,,
4393,377,STEM,11-13% CR.,,
4394,377,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
4395,377,TYPE,STOP-CHECK (NON-RETURN) ANGLE TYPE,,
4396,378,BODY,"CAST 1-1/4 CR - 1/2 MO; ASTM A217, GR. WC6",,
4397,378,BONNET,"BOLTED; OS&Y, RING JOINT",,
4398,378,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4399,378,DISC,PLUG TYPE,,
4400,378,ENDS,"BUTT WELDING, SCH 100 BORE",,
4401,378,OPERATOR,IMPACTOR HANDWHEEL,,
4402,378,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4403,378,PORT,N/A,,
4404,378,RATING,ASME CLASS 600,,
4405,378,SERVICE,SUPERHEATED STEAM AT 1050F MAXIMUM DESIGN TEMPERATURE,,
4406,378,STANDARD,ASME B16.34,,
4407,378,STEM,11-13% CR.,,
4408,378,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
4409,378,TYPE,STOP-CHECK (NON-RETURN) ANGLE TYPE,,
4410,379,BODY,"FORGED CARBON STEEL, ASTM A105",,
4411,379,BONNET,"WELDED, OS&Y",,
4412,379,DISC,SOLID,,
4413,379,ENDS,SOCKETWELD,,
4414,379,OPERATOR,HANDWHEEL,,
4415,379,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4416,379,PORT,REDUCED,,
4417,379,RATING,API CLASS 800,,
4418,379,STANDARD,API 602,,
4419,379,STEM,11-13% CR.,,
4420,379,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
4421,379,TYPE,GATE,,
4422,380,BODY,"FORGED CARBON STEEL, ASTM A105",,
4423,380,BONNET,"BOLTED, OS&Y",,
4424,380,DISC,SOLID,,
4425,380,ENDS,SOCKETWELD,,
4426,380,OPERATOR,HANDWHEEL,,
4427,380,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4428,380,PORT,REDUCED,,
4429,380,RATING,API CLASS 800,,
4430,380,STANDARD,API 602,,
4431,380,STEM,316 STAINLESS STEEL,,
4432,380,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
4433,380,TYPE,GATE,,
4434,381,BODY,"FORGED CARBON STEEL, ASTM A105",,
4435,381,BONNET,BOLTED; OS&Y,,
4436,381,DISC,SOLID,,
4437,381,ENDS,SOCKETWELD/SCREWED,,
4438,381,OPERATOR,HANDWHEEL,,
4439,381,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4440,381,PORT,REDUCED,,
4441,381,RATING,API CLASS 800,,
4442,381,STANDARD,API 602,,
4443,381,STEM,316 STAINLESS STEEL,,
4444,381,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
4445,381,TYPE,GATE,,
4446,382,BODY,"FORGED STAINLESS STEEL, ASTM A182, GR. F316L",,
4447,382,BONNET,"BOLTED, OS&Y",,
4448,382,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4449,382,DISC,SOLID,,
4450,382,ENDS,SOCKETWELD/SCREWED,,
4451,382,OPERATOR,HANDWHEEL,,
4452,382,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4453,382,PORT,REDUCED,,
4454,382,RATING,API CLASS 800,,
4455,382,SERVICE,HYDROGEN AT 1100F MAXIMUM DESIGN TEMPERATURE.,,
4456,382,STANDARD,API 602,,
4457,382,STEM,316 STAINLESS STEEL,,
4458,382,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
4459,382,TYPE,GATE,,
4460,383,BODY,FORGED CARBON STEEL: ASTM A105,,
4461,383,BONNET,"BOLTED, OS&Y",,
4462,383,DISC,SOLID,,
4463,383,ENDS,SOCKETWELD,,
4464,383,OPERATOR,HANDWHEEL,,
4465,383,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4466,383,PORT,REDUCED,,
4467,383,RATING,API CLASS 800,,
4468,383,STANDARD,API 602,,
4469,383,STEM,11 - 13% CR.,,
4470,383,TRIM,"DISC: 11 - 13% CR., SEAT: 11 - 13% CR., CO CR-A HARDFACED",,
4471,383,TYPE,GATE,,
4472,384,BODY,FORGED CARBON STEEL: ASTM A105,,
4473,384,BONNET,"BOLTED, OS&Y",,
4474,384,DISC,SOLID,,
4475,384,ENDS,SOCKETWELD/SCREWED,,
4476,384,OPERATOR,HANDWHEEL,,
4477,384,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4478,384,PORT,REDUCED,,
4479,384,RATING,API CLASS 800,,
4480,384,STANDARD,API 602,,
4481,384,STEM,11 - 13% CR.,,
4482,384,TRIM,"DISC: 11 - 13% CR., SEAT: 11 - 13% CR., CO CR-A HARDFACED",,
4483,384,TYPE,GATE,,
4484,385,BODY,"FORGED CARBON STEEL, ASTM A105",,
4485,385,BONNET,"WELDED, OS&Y",,
4486,385,DISC,SOLID,,
4487,385,ENDS,THREADED,,
4488,385,OPERATOR,HAND,,
4489,385,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4490,385,PORT,REDUCED,,
4491,385,RATING,API CLASS 800,,
4492,385,STANDARD,API 602,,
4493,385,STEM,11-13% CR.,,
4494,385,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
4495,385,TYPE,GATE,,
4496,386,BODY,"FORGED CARBON STEEL, ASTM A105",,
4497,386,BONNET,"BOLTED, OS&Y",,
4498,386,DISC,SOLID,,
4499,386,ENDS,SOCKETWELD,,
4500,386,OPERATOR,HANDWHEEL,,
4501,386,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4502,386,PORT,REDUCED,,
4503,386,RATING,API CLASS 800,,
4504,386,STANDARD,API 602,,
4505,386,STEM,316 STAINLESS STEEL,,
4506,386,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
4507,386,TYPE,GATE,,
4508,387,BODY,"FORGED CARBON STEEL, ASTM A105",,
4509,387,BONNET,"BOLTED, OS&Y",,
4510,387,DISC,SOLID,,
4511,387,ENDS,SOCKETWELD/SCREWED,,
4512,387,OPERATOR,HANDWHEEL,,
4513,387,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4514,387,PORT,REDUCED,,
4515,387,RATING,API CLASS 800,,
4516,387,STANDARD,API 602,,
4517,387,STEM,316 STAINLESS STEEL,,
4518,387,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
4519,387,TYPE,GATE,,
4520,388,BODY,"FORGED CARBON STEEL, ASTM A105",,
4521,388,BONNET,"WELDED, OS&Y",,
4522,388,DISC,SOLID,,
4523,388,ENDS,SOCKETWELD/SCREWED,,
4524,388,OPERATOR,HANDWHEEL,,
4525,388,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4526,388,PORT,REDUCED,,
4527,388,RATING,API CLASS 800,,
4528,388,STANDARD,API 602,,
4529,388,STEM,11-13% CR.,,
4530,388,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
4531,388,TYPE,GATE,,
4532,389,BODY,1-1/4 CR - 1/2 MO; ASTM A182 GR. F11,,
4533,389,BONNET,"WELDED, OS&Y",,
4534,389,DISC,SOLID,,
4535,389,ENDS,SOCKETWELD,,
4536,389,OPERATOR,HANDWHEEL,,
4537,389,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4538,389,PORT,REDUCED,,
4539,389,RATING,API CLASS 800,,
4540,389,SERVICE,SUPERHEATED STEAM AT 1050F MAXIMUM DESIGN TEMPERATURE,,
4541,389,STANDARD,API 602,,
4542,389,STEM,11-13% CR.,,
4543,389,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
4544,389,TYPE,GATE,,
4545,390,BODY,FORGED 1-1/4 CR - 1/2 MO; ASTM A182 GR. F11,,
4546,390,BONNET,"WELDED, OS&Y",,
4547,390,DISC,SOLID,,
4548,390,ENDS,SOCKETWELD/SCREWED,,
4549,390,OPERATOR,HANDWHEEL,,
4550,390,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4551,390,PORT,REDUCED,,
4552,390,RATING,API CLASS 800,,
4553,390,SERVICE,SUPERHEATED STEAM AT 1050F MAXIMUM DESIGN TEMPERATURE,,
4554,390,STANDARD,API 602,,
4555,390,STEM,11-13% CR.,,
4556,390,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
4557,390,TYPE,GATE,,
4558,391,BODY,"FORGED CARBON STEEL, ASTM A105",,
4559,391,BONNET,"WELDED, OS&Y",,
4560,391,DISC,SOLID,,
4561,391,ENDS,SOCKETWELD,,
4562,391,OPERATOR,HANDWHEEL,,
4563,391,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4564,391,PORT,REDUCED,,
4565,391,RATING,API CLASS 800,,
4566,391,STANDARD,API 602,,
4567,391,STEM,316 STAINLESS STEEL,,
4568,391,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
4569,391,TYPE,GATE,,
4570,392,BODY,"FORGED CARBON STEEL, ASTM A105",,
4571,392,BONNET,"WELDED, OS&Y",,
4572,392,DISC,SOLID,,
4573,392,ENDS,SOCKETWELD/SCREWED,,
4574,392,OPERATOR,HANDWHEEL,,
4575,392,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4576,392,PORT,REDUCED,,
4577,392,RATING,API CLASS 800,,
4578,392,STANDARD,API 602,,
4579,392,STEM,316 STAINLESS STEEL,,
4580,392,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
4581,392,TYPE,GATE,,
4582,393,BODY,"FORGED STAINLESS STEEL, ASTM A182, GR. F316",,
4583,393,BONNET,"BOLTED, OS&Y",,
4584,393,DISC,SOLID,,
4585,393,ENDS,SCREWED,,
4586,393,OPERATOR,HANDWHEEL,,
4587,393,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4588,393,PORT,REDUCED,,
4589,393,RATING,API CLASS 800,,
4590,393,STANDARD,API 602,,
4591,393,STEM,316 STAINLESS STEEL,,
4592,393,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
4593,393,TYPE,GATE,,
4594,394,BODY,"FORGED 5 CR - 1/2 MO; ASTM A182, GR. F5",,
4595,394,BONNET,"BOLTED, OS&Y",,
4596,394,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4597,394,DISC,SOLID,,
4598,394,ENDS,SOCKETWELD,,
4599,394,OPERATOR,HANDWHEEL,,
4600,394,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4601,394,PORT,REDUCED,,
4602,394,RATING,API CLASS 800,,
4603,394,SERVICE,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
4604,394,STANDARD,API 602,,
4605,394,STEM,11-13% CR.,,
4606,394,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
4607,394,TYPE,GATE,,
4608,395,BELLOWS,"INCONEL 625, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.",,
4609,395,BODY,"FORGED 5 CR - 1 MO; ASTM A182, GR F5",,
4610,395,BONNET,"WELDED, OS&Y",,
4611,395,DISC,SOLID,,
4612,395,ENDS,SOCKETWELD,,
4613,395,OPERATOR,HANDWHEEL,,
4614,395,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4615,395,PORT,REDUCED,,
4616,395,RATING,API CLASS 800,,
4617,395,SERVICE,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
4618,395,STANDARD,API 602,,
4619,395,STEM,11 - 13% CR.,,
4620,395,TRIM,"DISC: 11 - 13% CR., SEAT: 11 - 13% CR., CO CR-A HARDFACED",,
4621,395,TYPE,"GATE, BELLOWS SEAL",,
4622,396,BODY,"FORGED 5 CR - 1/2 MO; ASTM A182, GR. F5",,
4623,396,BONNET,"BOLTED, OS&Y",,
4624,396,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4625,396,DISC,SOLID,,
4626,396,ENDS,SOCKETWELD/SCREWED,,
4627,396,OPERATOR,HANDWHEEL,,
4628,396,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4629,396,PORT,REDUCED,,
4630,396,RATING,API CLASS 800,,
4631,396,SERVICE,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE,,
4632,396,STANDARD,API 602,,
4633,396,STEM,11-13% CR.,,
4634,396,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
4635,396,TYPE,GATE,,
4636,397,BELLOWS,"INCONEL 625, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.",,
4637,397,BODY,"FORGED 5 CR - 1 MO; ASTM A182, GR F5",,
4638,397,BONNET,"WELDED, OS&Y",,
4639,397,DISC,SOLID,,
4640,397,ENDS,SOCKETWELD/SCREWED,,
4641,397,OPERATOR,HANDWHEEL,,
4642,397,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4643,397,PORT,REDUCED,,
4644,397,RATING,API CLASS 800,,
4645,397,SERVICE,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
4646,397,STANDARD,API 602,,
4647,397,STEM,11 - 13% CR.,,
4648,397,TRIM,"DISC: 11 - 13% CR., SEAT: 11 - 13% CR., CO CR-A HARDFACED",,
4649,397,TYPE,"GATE, BELLOWS SEAL",,
4650,398,BODY,"FORGED 9 CR - 1 MO; ASTM A182, GR. F9",,
4651,398,BONNET,"BOLTED, OS&Y",,
4652,398,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4653,398,DISC,SOLID,,
4654,398,ENDS,SOCKETWELD,,
4655,398,OPERATOR,HANDWHEEL,,
4656,398,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4657,398,PORT,REDUCED SERVICE; CORROSIVE HYDROCARBONS AT 950F MAXIMUM DESIGN TEMPERATURE,,
4658,398,RATING,API CLASS 800,,
4659,398,STANDARD,API 602,,
4660,398,STEM,11-13% CR.,,
4661,398,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
4662,398,TYPE,GATE,,
4663,399,BODY,"FORGED 9 CR - 1 MO; ASTM A182, GR. F9",,
4664,399,BONNET,"BOLTED, OS&Y",,
4665,399,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4666,399,DISC,SOLID,,
4667,399,ENDS,SOCKETWELD/SCREWED,,
4668,399,OPERATOR,HANDWHEEL,,
4669,399,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4670,399,PORT,REDUCED,,
4671,399,RATING,API CLASS 800,,
4672,399,SERVICE,CORROSIVE HYDROCARBONS AT 950F MAXIMUM DESIGN TEMPERATURE,,
4673,399,STANDARD,API 602,,
4674,399,STEM,11-13% CR.,,
4675,399,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
4676,399,TYPE,GATE,,
4677,400,BODY,"FORGED 1-1/4 CR - 1/2 MO; ASTM A182, GR. F11",,
4678,400,BONNET,"BOLTED, OS&Y",,
4679,400,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4680,400,DISC,SOLID,,
4681,400,ENDS,SOCKETWELD,,
4682,400,OPERATOR,HANDWHEEL,,
4683,400,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4684,400,PORT,REDUCED,,
4685,400,RATING,API CLASS 800,,
4686,400,SERVICE,"CORROSIVE HYDROCARBONS AT 1000O F, HYDROGEN AT 1025F MAXIMUM DESIGN TEMPERATURE.",,
4687,400,STANDARD,API 602,,
4688,400,STEM,11-13% CR.,,
4689,400,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
4690,400,TYPE,GATE,,
4691,401,BODY,"FORGED 1-1/4 CR - 1/2 MO; ASTM A182, GR. F11",,
4692,401,BONNET,"BOLTED, OS&Y",,
4693,401,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
4694,401,DISC,SOLID,,
4695,401,ENDS,SOCKETWELD/SCREWED,,
4696,401,OPERATOR,HANDWHEEL,,
4697,401,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4698,401,PORT,REDUCED,,
4699,401,RATING,API CLASS 800,,
4700,401,SERVICE,"CORROSIVE HYDROCARBONS AT 1000O F, HYDROGEN AT 1025F MAXIMUM DESIGN TEMPERATURE.",,
4701,401,STANDARD,API 602,,
4702,401,STEM,11-13% CR.,,
4703,401,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
4704,401,TYPE,GATE,,
4705,402,BELLOWS,"INCONEL 625, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.",,
4706,402,BODY,CARBON STEEL; ASTM A105,,
4707,402,BONNET,"WELDED, OS&Y",,
4708,402,DISC,SOLID,,
4709,402,ENDS,SOCKETWELD,,
4710,402,OPERATOR,HANDWHEEL,,
4711,402,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4712,402,PORT,REDUCED,,
4713,402,RATING,API CLASS 800,,
4714,402,STANDARD,API 602,,
4715,402,STEM,11 - 13% CR.,,
4716,402,TRIM,"DISC: 11 - 13% CR., SEAT: 11 - 13% CR., CO CR-A HARDFACED",,
4717,402,TYPE,"GATE, BELLOWS SEAL",,
4718,403,BELLOWS,"INCONEL 625, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.",,
4719,403,BODY,CARBON STEEL; ASTM A105,,
4720,403,BONNET,"WELDED, OS&Y",,
4721,403,DISC,SOLID,,
4722,403,ENDS,SOCKETWELD/SCREWED,,
4723,403,OPERATOR,HANDWHEEL,,
4724,403,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4725,403,PORT,REDUCED,,
4726,403,RATING,API CLASS 800,,
4727,403,STANDARD,API 602,,
4728,403,STEM,11 - 13% CR.,,
4729,403,TRIM,"DISC: 11 - 13% CR., SEAT: 11 - 13% CR., CO CR-A HARDFACED",,
4730,403,TYPE,"GATE, BELLOWS SEAL",,
4731,404,BELLOWS,"INCONEL 625, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.",,
4732,404,BODY,"FORGED 9 CR - 1 MO; ASTM A182, GR F9",,
4733,404,BONNET,"WELDED, OS&Y",,
4734,404,DISC,SOLID,,
4735,404,ENDS,SOCKETWELD,,
4736,404,OPERATOR,HANDWHEEL,,
4737,404,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
4738,404,PORT,REDUCED,,
4739,404,RATING,API CLASS 800,,
4740,404,SERVICE,CORROSIVE HYDROCARBONS AT 950F MAXIMUM DESIGN TEMPERATURE.,,
4741,404,STANDARD,API 602,,
4742,404,STEM,11 - 13% CR.,,
