id,valve_code,valve_note,manufacturers_remarks,discontinued,created_at,updated_at
476,V09407,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ",,0,,
477,V09408,,,0,,
478,V09409,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
479,V09410,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
480,V09411,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
481,V09420,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) 3"" & 4"" ARE Y-PATTERN",0,,
482,V09422,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) 3"" & 4"" ARE Y-PATTERN",0,,
483,V09423,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ","(1) 3"" & 4"" ARE Y-PATTERN",0,,
484,V09424,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) 3"" & 4"" ARE Y-PATTERN",0,,
485,V09425,,,0,,
486,V09426,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX","(1) 3"" & 4"" ARE Y-PATTERN",0,,
487,V09500,,DISCONTINUED,1,,
488,V09501,,DISCONTINUED,1,,
489,V09502,,DISCONTINUED,1,,
490,V09503,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
491,V09504,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ",,0,,
492,V09505,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
493,V09506,,DISCONTINUED,1,,
494,V09508,,DISCONTINUED,1,,
495,V09509,,DISCONTINUED,1,,
496,V09510,,,0,,
497,V09511,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
498,V09512,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
499,V09700,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",EXISTING AT C.P.,0,,
500,V09800,"1) RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICL",,0,,
501,V09801,"1) RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICL",,0,,
502,V09802,"FIRESAFE TO API 607, LATEST EDITION, REQUIRED. ",,0,,
503,V09803,"FIRESAFE TO API 607, LATEST EDITION, REQUIRED. ",,0,,
504,V09804,"1)  FIRESAFE TO API 607, LATEST EDITION, REQUIRED.  2)  FOR WET H2S OR WET CO2 SERVICE, T7 TRIM ACCEPTABLE  3)  VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED",,0,,
505,V09805,"1)  FIRESAFE TO API 607, LATEST EDITION, REQUIRED.  2)  FOR WET H2S OR WET CO2 SERVICE, T7 TRIM ACCEPTABLE  3)  VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY      BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT    ",,0,,
506,V15000,,,0,,
507,V15001,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
508,V15002,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
509,V15003,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
510,V15004,,,0,,
511,V15005,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
512,V15006,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
513,V15007,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
514,V15008,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ",,0,,
515,V15009,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ",,0,,
516,V15010,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ",,0,,
517,V15011,,,0,,
518,V15012,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
519,V15013,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
520,V15014,,,0,,
521,V15015,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
522,V15016,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
523,V15017,,,0,,
524,V15018,VALVES SHALL COMPLY WITH NACE MR-01-75.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ,,0,,
525,V15019,,,0,,
526,V15020,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
527,V15021,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" AND LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR AND INTERIOR SURFACES OF VALVE BODIES AND BONNETS SHALL BE MAGNETI",,0,,
528,V15022,,,0,,
529,V15023,,DISCONTINUED,1,,
530,V15024,,,0,,
531,V15025,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
532,V15026,,,0,,
533,V15027,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
534,V15028,,,0,,
535,V15029,,,0,,
536,V15030,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
537,V15031,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
538,V15032,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
539,V15033,,,0,,
540,V15034,,,0,,
541,V15035,,,0,,
542,V15036,VALVES SHALL COMPLY WITH NACE MR-01-75. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ,,0,,
543,V15040,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ",,0,,
544,V15041,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" AND LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR AND INTERIOR SURFACES OF VALVE BODIES AND BONNETS SHALL BE MAGNETI",,0,,
545,V15042,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
546,V15043,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
547,V15046,,,0,,
548,V15047,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
549,V15400,,,0,,
550,V15401,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
551,V15402,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) 3"" & 4"" ARE Y-PATTERN",0,,
552,V15403,,DISCONTINUED,1,,
553,V15404,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) 3"" & 4"" ARE Y-PATTERN",0,,
554,V15405,,,0,,
555,V15406,VALVES SHALL COMPLY WITH NACE MR-01-75. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ,,0,,
556,V15407,,,0,,
557,V15408,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
558,V15409,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) 3"" & 4"" ARE Y-PATTERN",0,,
559,V15410,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
560,V15411,,,0,,
561,V15412,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
562,V15413,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS.  ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE ",,0,,
563,V15415,,,0,,
564,V15416,,,0,,
565,V15417,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
566,V15418,,,0,,
567,V15419,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED  TO BE SUBMITTED. ",,0,,
568,V15420,,,0,,
569,V15421,,DISCONTINUED,1,,
570,V15422,,DISCONTINUED,1,,
571,V15423,,"(1) 3"" & 4"" ARE Y-PATTERN",0,,
572,V15424,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX","(1) 3"" & 4"" ARE Y-PATTERN",0,,
573,V15425,,,0,,
574,V15426,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX",,0,,
575,V15427,,,0,,
576,V15428,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
577,V15429,"VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ",,0,,
578,V15430,,,0,,
579,V15431,,,0,,
580,V15432,,,0,,
581,V15433,,"(1) 3"" & 4"" ARE Y-PATTERN",0,,
582,V15434,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) 3"" & 4"" ARE Y-PATTERN",0,,
583,V15435,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX","(1) 3"" & 4"" ARE Y-PATTERN",0,,
584,V15436,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX","(1) 3"" & 4"" ARE Y-PATTERN",0,,
585,V15437,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) 3"" & 4"" ARE Y-PATTERN",0,,
586,V15439,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E","(1) 3"" & 4"" ARE Y-PATTERN",0,,
587,V15440,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EX","(1) 3"" & 4"" ARE Y-PATTERN",0,,
588,V15500,,(1) SPRING LOADED,0,,
589,V15501,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",(1) SPRING LOADED,0,,
590,V15502,VALVES SHALL COMPLY WITH NACE MR-01-75. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED. ,(1) SPRING LOADED,0,,
591,V15503,,DISCONTINUED,1,,
592,V15504,,DISCONTINUED,1,,
593,V15506,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
594,V15507,,DISCONTINUED,1,,
595,V15508,,(1) SPRING LOADED,0,,
596,V15511,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE E",,0,,
597,V15512,,DISCONTINUED,1,,
