Valve_No,Valve_Comp_Name,Component_Text,Last_Updt_Id,Last_Updt_Date
V08024,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-11-19
V08024,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1998-11-19
V08024,PORT                                              ,REDUCED,PCSSME  ,1998-11-19
V08024,RATING                                            ,API CLASS 800,PCSSME  ,1998-11-19
V08024,STANDARD                                          ,API 602,PCSSME  ,1998-11-19
V08024,STEM                                              ,316 STAINLESS STEEL,PCSSME  ,1998-11-19
V08024,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: CARBON STEEL OR 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1998-11-19
V08024,TYPE                                              ,GATE,PCSSME  ,1998-11-19
V08025,BODY                                              ,EXTENDED BODY\, FORGED CARBON STEEL\, ASTM A105,PCSSME  ,1998-11-23
V08025,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1998-11-23
V08025,DISC                                              ,SOLID,PCSSME  ,1998-11-23
V08025,ENDS                                              ,INTEGRAL (NOT WELDED) MALE SOCKETWELD X FEMALE SOCKETWELD,PCSSME  ,1998-11-23
V08025,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-11-23
V08025,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RINGS OF BRAIDED CARBON YARN.,PCSSME  ,1998-11-23
V08025,PORT                                              ,REDUCED,PCSSME  ,1998-11-23
V08025,RATING                                            ,API CLASS 800,PCSSME  ,1998-11-23
V08025,STANDARD                                          ,API 602,PCSSME  ,1998-11-23
V08025,STEM                                              ,316 STAINLESS STEEL,PCSSME  ,1998-11-23
V08025,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: CARBON STEEL OR 316 STAINLESS STEEL\, CO CR-A HARDFACED (TRIM NO. 12),PCSSME  ,1998-11-23
V08025,TYPE                                              ,GATE,PCSSME  ,1998-11-23
V08026,BODY                                              ,EXTENDED BODY\, FORGED 1-1/4 CR - 1/2 MO; ASTM A182 GR. F11,PCSSME  ,1998-11-23
V08026,BONNET                                            ,WELDED\, OS&Y,PCSSME  ,1998-11-23
V08026,DISC                                              ,SOLID,PCSSME  ,1998-11-23
V08026,ENDS                                              ,INTEGRAL (NOT WELDED) MALE SOCKETWELD X FEMALE SOCKETWELD,PCSSME  ,1998-11-23
V08026,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-11-23
V08026,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1998-11-23
V08026,PORT                                              ,REDUCED,PCSSME  ,1998-11-23
V08026,RATING                                            ,API CLASS 800,PCSSME  ,1998-11-23
V08026,SERVICE                                           ,SUPERHEATED STEAM AT 1050F MAXIMUM DESIGN TEMPERATURE,PCSSME  ,1998-11-23
V08026,STANDARD                                          ,API 602,PCSSME  ,1998-11-23
V08026,STEM                                              ,11-13% CR.,PCSSME  ,1998-11-23
V08026,TRIM                                              ,DISC: 11-13% CR.\, CO CR-A HARDFACED\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,PCSSME  ,1998-11-23
V08026,TYPE                                              ,GATE,PCSSME  ,1998-11-23
V08027,BODY                                              ,EXTENDED BODY\, FORGED STAINLESS STEEL\, ASTM A182\, GR. F316L,PCSSME  ,1998-11-23
V08027,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1998-11-23
V08027,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,PCSSME  ,1998-11-23
V08027,DISC                                              ,SOLID,PCSSME  ,1998-11-23
V08027,ENDS                                              ,INTEGRAL (NOT WELDED) MALE SOCKETWELD X FEMALE SOCKETWELD,PCSSME  ,1998-11-23
V08027,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-11-23
V08027,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1998-11-23
V08027,PORT                                              ,REDUCED,PCSSME  ,1998-11-23
V08027,RATING                                            ,API CLASS 800,PCSSME  ,1998-11-23
V08027,SERVICE                                           ,HYDROGEN AT 1100F MAXIMUM DESIGN TEMPERATURE.,PCSSME  ,1998-11-23
V08027,STANDARD                                          ,API 602,PCSSME  ,1998-11-23
V08027,STEM                                              ,316 STAINLESS STEEL,PCSSME  ,1998-11-23
V08027,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1998-11-23
V08027,TYPE                                              ,GATE,PCSSME  ,1998-11-23
V08028,BODY                                              ,FORGED CARBON STEEL\, ASTM A105,PCSSME  ,1999-5-10
V08028,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1999-5-10
V08028,DISC                                              ,SOLID,PCSSME  ,1999-5-10
V08028,ENDS                                              ,THREADED,PCSSME  ,1999-5-10
V08028,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-5-10
V08028,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1999-5-10
V08028,PORT                                              ,REDUCED,PCSSME  ,1999-5-10
V08028,RATING                                            ,API CLASS 800,PCSSME  ,1999-5-10
V08028,STANDARD                                          ,API 602,PCSSME  ,1999-5-10
V08028,STEM                                              ,316 STAINLESS STEEL,PCSSME  ,1999-5-10
V08028,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: CARBON STEEL OR 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1999-5-10
V08028,TYPE                                              ,GATE,PCSSME  ,1999-5-10
V08029,BODY                                              ,FORGED CARBON STEEL: ASTM A105,PCSSME  ,1999-5-10
V08029,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1999-5-10
V08029,DISC                                              ,SOLID,PCSSME  ,1999-5-10
V08029,ENDS                                              ,THREADED,PCSSME  ,1999-5-10
V08029,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-5-10
V08029,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1999-5-10
V08029,PORT                                              ,REDUCED,PCSSME  ,1999-5-10
V08029,RATING                                            ,API CLASS 800,PCSSME  ,1999-5-10
V08029,STANDARD                                          ,API 602,PCSSME  ,1999-5-10
V08029,STEM                                              ,11 - 13% CR.,PCSSME  ,1999-5-10
V08029,TRIM                                              ,DISC: 11 - 13% CR.\, SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCSSME  ,1999-5-10
V08029,TYPE                                              ,GATE,PCSSME  ,1999-5-10
V08030,BODY                                              ,FORGED CARBON STEEL\, ASTM A105,PCSSME  ,1999-5-10
V08030,BONNET                                            ,WELDED\, OS&Y,PCSSME  ,1999-5-10
V08030,DISC                                              ,SOLID,PCSSME  ,1999-5-10
V08030,ENDS                                              ,THREADED,PCSSME  ,1999-5-10
V08030,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-5-10
V08030,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1999-5-10
V08030,PORT                                              ,REDUCED,PCSSME  ,1999-5-10
V08030,RATING                                            ,API CLASS 800,PCSSME  ,1999-5-10
V08030,STANDARD                                          ,API 602,PCSSME  ,1999-5-10
V08030,STEM                                              ,316 STAINLESS STEEL,PCSSME  ,1999-5-10
V08030,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: CARBON STEEL OR 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1999-5-10
V08030,TYPE                                              ,GATE,PCSSME  ,1999-5-10
V08031,BODY                                              ,FORGED CARBON STEEL\, ASTM A105,PCSSME  ,1999-5-10
V08031,BONNET                                            ,BOLTED; OS&Y,PCSSME  ,1999-5-10
V08031,DISC                                              ,SOLID,PCSSME  ,1999-5-10
V08031,ENDS                                              ,THREADED,PCSSME  ,1999-5-10
V08031,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-5-10
V08031,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1999-5-10
V08031,PORT                                              ,REDUCED,PCSSME  ,1999-5-10
V08031,RATING                                            ,API CLASS 800,PCSSME  ,1999-5-10
V08031,STANDARD                                          ,API 602,PCSSME  ,1999-5-10
V08031,STEM                                              ,316 STAINLESS STEEL,PCSSME  ,1999-5-10
V08031,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1999-5-10
V08031,TYPE                                              ,GATE,PCSSME  ,1999-5-10
V08035,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1999-7-13
V08035,BODY                                              ,FORGED STAINLESS STEEL; ASTM A182\, GR F317L,PCSSME  ,1999-7-14
V08035,BONNET                                            ,WELDED\, OS&Y,PCSSME  ,1999-7-13
V08035,DISC                                              ,SOLID,PCSSME  ,1999-7-13
V08035,ENDS                                              ,SOCKETWELD,PCSSME  ,1999-7-13
V08035,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-7-13
V08035,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1999-7-13
V08035,PORT                                              ,REDUCED,PCSSME  ,1999-7-13
V08035,RATING                                            ,API CLASS 800,PCSSME  ,1999-7-13
V08035,STANDARD                                          ,API 602,PCSSME  ,1999-7-13
V08035,STEM                                              ,317 STAINLESS STEEL,PCSSME  ,1999-7-14
V08035,TRIM                                              ,DISC AND SEAT: 317 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1999-7-14
V08035,TYPE                                              ,GATE\, BELLOWS SEAL,PCSSME  ,1999-7-13
V08036,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1999-7-13
V08036,BODY                                              ,FORGED STAINLESS STEEL; ASTM A182\, GR F317L,PCSSME  ,1999-7-14
V08036,BONNET                                            ,WELDED\, OS&Y,PCSSME  ,1999-7-13
V08036,DISC                                              ,SOLID,PCSSME  ,1999-7-13
V08036,ENDS                                              ,SOCKETWELD/SCREWED,PCSSME  ,1999-7-13
V08036,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-7-13
V08036,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1999-7-13
V08036,PORT                                              ,REDUCED,PCSSME  ,1999-7-13
V08036,RATING                                            ,API CLASS 800,PCSSME  ,1999-7-13
V08036,STANDARD                                          ,API 602,PCSSME  ,1999-7-13
V08036,STEM                                              ,317 STAINLESS STEEL,PCSSME  ,1999-7-14
V08036,TRIM                                              ,DISC AND SEAT: 317 STAINLESS STEEL\, CO CR-A HARDFACED,PCSSME  ,1999-7-14
V08036,TYPE                                              ,GATE\, BELLOWS SEAL,PCSSME  ,1999-7-13
V08040,BODY                                              ,FORGED STAINLESS STEEL\, ASTM A182\, GR. F316,,
V08040,BONNET                                            ,BOLTED\, OS&Y,,
V08040,DISC                                              ,SOLID,,
V08040,ENDS                                              ,SCREWED,,
V08040,OPERATOR                                          ,HANDWHEEL,,
V08040,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V08040,PORT                                              ,REDUCED,,
V08040,RATING                                            ,API CLASS 800,,
V08040,STANDARD                                          ,API 602,,
V08040,STEM                                              ,316 STAINLESS STEEL,,
V08040,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,,
V08040,TYPE                                              ,GATE,,
V08041,BODY                                              ,FORGED STAINLESS STEEL\, ASTM A182\, GR. F316,,2008-11-27
V08041,BONNET                                            ,BOLTED\, OS&Y,,2008-11-27
V08041,DISC                                              ,SOLID OR FLEXIBLE,SILVERM3,2008-11-27
V08041,ENDS                                              ,RAISED FACE FLANGED,SILVERM3,2008-11-27
V08041,OPERATOR                                          ,HANDWHEEL,,2008-11-27
V08041,PACKING                                           ,PTFE,SILVERM3,2008-11-27
V08041,PORT                                              ,CONVENTIONAL OR FULL,SILVERM3,2008-11-27
V08041,RATING                                            ,API CLASS 800,,2008-11-27
V08041,STANDARD                                          ,API 602,,2008-11-27
V08041,STEM                                              ,316 STAINLESS STEEL,,2008-11-27
V08041,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,,2008-11-27
V08041,TYPE                                              ,GATE,,2008-11-27
V08042,BODY                                              ,FORGED STAINLESS STEEL\, ASTM A182\, GR. F316,SILVERM3,2008-11-27
V08042,BONNET                                            ,BOLTED\, OS&Y,SILVERM3,2008-11-27
V08042,DISC                                              ,SOLID OR FLEXIBLE,SILVERM3,2008-11-27
V08042,ENDS                                              ,SCREWED,SILVERM3,2008-11-27
V08042,OPERATOR                                          ,HANDWHEEL,SILVERM3,2008-11-27
V08042,PACKING                                           ,PTFE,SILVERM3,2008-11-27
V08042,PORT                                              ,CONVENTIONAL OR FULL,SILVERM3,2008-11-27
V08042,RATING                                            ,API CLASS 800,SILVERM3,2008-11-27
V08042,STANDARD                                          ,API 602,SILVERM3,2008-11-27
V08042,STEM                                              ,316 STAINLESS STEEL,SILVERM3,2008-11-27
V08042,TRIM                                              ,DISC: 316 STAINLESS STEEL\, SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,SILVERM3,2008-11-27
V08042,TYPE                                              ,GATE,SILVERM3,2008-11-27
V08050,BODY                                              ,FORGED 5 CR - 1/2 MO; ASTM A182\, GR. F5,,
V08050,BONNET                                            ,BOLTED\, OS&Y,,
V08050,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
V08050,DISC                                              ,SOLID,,
V08050,ENDS                                              ,SOCKETWELD,,
V08050,OPERATOR                                          ,HANDWHEEL,,
V08050,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V08050,PORT                                              ,REDUCED,,
V08050,RATING                                            ,API CLASS 800,,
V08050,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
V08050,STANDARD                                          ,API 602,,
V08050,STEM                                              ,11-13% CR.,,
V08050,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V08050,TYPE                                              ,GATE,,
V08055,BELLOWS                                           ,WELDED HYDROFORMED INCONEL 625\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-1-30
V08055,BODY                                              ,FORGED 5 CR - 1 MO; ASTM A182\, GR F5,,
V08055,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-1-30
V08055,DISC                                              ,SOLID,,
V08055,ENDS                                              ,SOCKETWELD,,
V08055,OPERATOR                                          ,HANDWHEEL,,
V08055,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V08055,PORT                                              ,REDUCED,,
V08055,RATING                                            ,API CLASS 800,,
V08055,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
V08055,STANDARD                                          ,API 602,,
V08055,STEM                                              ,11 - 13% CR.,,
V08055,TRIM                                              ,DISC AND SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCS41CR ,1997-8-19
V08055,TYPE                                              ,GATE\, BELLOWS SEAL,,
V08056,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-1-30
V08056,BODY                                              ,FORGED 5 CR - 1 MO; ASTM A182\, GR F5,PCSSME  ,1997-1-22
V08056,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-1-30
V08056,DISC                                              ,SOLID,PCSSME  ,1997-1-22
V08056,ENDS                                              ,SOCKETWELD,PCSSME  ,1997-1-22
V08056,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-1-22
V08056,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-1-22
V08056,PORT                                              ,REDUCED,PCSSME  ,1997-1-22
V08056,RATING                                            ,API CLASS 800,PCSSME  ,1997-1-22
V08056,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE.,PCSSME  ,1997-1-22
V08056,STANDARD                                          ,API 602,PCSSME  ,1997-1-22
V08056,STEM                                              ,11 - 13% CR.,PCSSME  ,1997-1-22
V08056,TRIM                                              ,DISC AND SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCS41CR ,1997-8-19
V08056,TYPE                                              ,GATE\, BELLOWS SEAL,PCSSME  ,1997-1-22
V08060,BODY                                              ,FORGED 5 CR - 1/2 MO; ASTM A182\, GR. F5,,
V08060,BONNET                                            ,BOLTED\, OS&Y,,
V08060,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
V08060,DISC                                              ,SOLID,,
V08060,ENDS                                              ,SOCKETWELD/SCREWED,,
V08060,OPERATOR                                          ,HANDWHEEL,,
V08060,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V08060,PORT                                              ,REDUCED,,
V08060,RATING                                            ,API CLASS 800,,
V08060,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE,,
V08060,STANDARD                                          ,API 602,,
V08060,STEM                                              ,11-13% CR.,,
V08060,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V08060,TYPE                                              ,GATE,,
V08061,BODY                                              ,EXTENDED BODY\, FORGED 5 CR - 1/2 MO; ASTM A182\, GR. F5,PCSSME  ,1998-8-4
V08061,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1998-8-4
V08061,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,PCSSME  ,1998-8-4
V08061,DISC                                              ,SOLID,PCSSME  ,1998-8-4
V08061,ENDS                                              ,INTEGRAL (NOT WELDED) MALE SOCKETWELD X FEMALE THREAD,PCSSME  ,1998-8-4
V08061,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-8-4
V08061,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1998-8-4
V08061,PORT                                              ,REDUCED,PCSSME  ,1998-8-4
V08061,RATING                                            ,API CLASS 800,PCSSME  ,1998-8-4
V08061,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE,PCSSME  ,1998-8-4
V08061,STANDARD                                          ,API 602,PCSSME  ,1998-8-4
V08061,STEM                                              ,11-13% CR.,PCSSME  ,1998-8-4
V08061,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,PCSSME  ,1998-8-4
V08061,TYPE                                              ,GATE,PCSSME  ,1998-8-4
V08062,BODY                                              ,EXTENDED BODY\, FORGED 5 CR - 1/2 MO; ASTM A182\, GR. F5,PCSSME  ,1998-11-23
V08062,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1998-11-23
V08062,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,PCSSME  ,1998-11-23
V08062,DISC                                              ,SOLID,PCSSME  ,1998-11-23
V08062,ENDS                                              ,INTEGRAL (NOT WELDED) MALE SOCKETWELD X FEMALE SOCKETWELD,PCSSME  ,1998-11-23
V08062,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-11-23
V08062,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1998-11-23
V08062,PORT                                              ,REDUCED,PCSSME  ,1998-11-23
V08062,RATING                                            ,API CLASS 800,PCSSME  ,1998-11-23
V08062,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE,PCSSME  ,1998-11-23
V08062,STANDARD                                          ,API 602,PCSSME  ,1998-11-23
V08062,STEM                                              ,11-13% CR.,PCSSME  ,1998-11-23
V08062,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,PCSSME  ,1998-11-23
V08062,TYPE                                              ,GATE,PCSSME  ,1998-11-23
V08065,BELLOWS                                           ,WELDED HYDROFORMED INCONEL 625\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-1-30
V08065,BODY                                              ,FORGED 5 CR - 1 MO; ASTM A182\, GR F5,,
V08065,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-1-30
V08065,DISC                                              ,SOLID,,
V08065,ENDS                                              ,SOCKETWELD/SCREWED,,
V08065,OPERATOR                                          ,HANDWHEEL,,
V08065,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V08065,PORT                                              ,REDUCED,,
V08065,RATING                                            ,API CLASS 800,,
V08065,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE.,,
V08065,STANDARD                                          ,API 602,,
V08065,STEM                                              ,11 - 13% CR.,,
V08065,TRIM                                              ,DISC AND SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCS41CR ,1997-8-19
V08065,TYPE                                              ,GATE\, BELLOWS SEAL,,
V08066,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-1-30
V08066,BODY                                              ,FORGED 5 CR - 1 MO; ASTM A182\, GR F5,PCSSME  ,1997-1-22
V08066,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-1-30
V08066,DISC                                              ,SOLID,PCSSME  ,1997-1-22
V08066,ENDS                                              ,SOCKETWELD/SCREWED,PCSSME  ,1997-1-22
V08066,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-1-22
V08066,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-1-22
V08066,PORT                                              ,REDUCED,PCSSME  ,1997-1-22
V08066,RATING                                            ,API CLASS 800,PCSSME  ,1997-1-22
V08066,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000F MAXIMUM DESIGN TEMPERATURE.,PCSSME  ,1997-1-22
V08066,STANDARD                                          ,API 602,PCSSME  ,1997-1-22
V08066,STEM                                              ,11 - 13% CR.,PCSSME  ,1997-1-22
V08066,TRIM                                              ,DISC AND SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCS41CR ,1997-8-19
V08066,TYPE                                              ,GATE\, BELLOWS SEAL,PCSSME  ,1997-1-22
V08070,BODY                                              ,FORGED 9 CR - 1 MO; ASTM A182\, GR. F9,,
V08070,BONNET                                            ,BOLTED\, OS&Y,,
V08070,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
V08070,DISC                                              ,SOLID,,
V08070,ENDS                                              ,SOCKETWELD,,
V08070,OPERATOR                                          ,HANDWHEEL,,
V08070,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V08070,PORT                                              ,REDUCED,PCSSME  ,1998-8-11
V08070,RATING                                            ,API CLASS 800,,
V08070,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 950F MAXIMUM DESIGN TEMPERATURE,PCSSME  ,1998-8-11
V08070,STANDARD                                          ,API 602,,
V08070,STEM                                              ,11-13% CR.,,
V08070,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V08070,TYPE                                              ,GATE,,
V08080,BODY                                              ,FORGED 9 CR - 1 MO; ASTM A182\, GR. F9,,
V08080,BONNET                                            ,BOLTED\, OS&Y,,
V08080,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
V08080,DISC                                              ,SOLID,,
V08080,ENDS                                              ,SOCKETWELD/SCREWED,,
V08080,OPERATOR                                          ,HANDWHEEL,,
V08080,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V08080,PORT                                              ,REDUCED,,
V08080,RATING                                            ,API CLASS 800,,
V08080,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 950F MAXIMUM DESIGN TEMPERATURE,,
V08080,STANDARD                                          ,API 602,,
V08080,STEM                                              ,11-13% CR.,,
V08080,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V08080,TYPE                                              ,GATE,,
V08081,BODY                                              ,EXTENDED BODY\, FORGED 9 CR - 1 MO; ASTM A182\, GR. F9,PCSSME  ,1998-8-4
V08081,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1998-8-4
V08081,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,PCSSME  ,1998-8-4
V08081,DISC                                              ,SOLID,PCSSME  ,1998-8-4
V08081,ENDS                                              ,INTEGRAL (NOT WELDED) MALE SOCKETWELD X FEMALE THREAD,PCSSME  ,1998-11-23
V08081,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-8-4
V08081,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1998-8-4
V08081,PORT                                              ,REDUCED,PCSSME  ,1998-8-4
V08081,RATING                                            ,API CLASS 800,PCSSME  ,1998-8-4
V08081,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 950F MAXIMUM DESIGN TEMPERATURE,PCSSME  ,1998-8-4
V08081,STANDARD                                          ,API 602,PCSSME  ,1998-8-4
V08081,STEM                                              ,11-13% CR.,PCSSME  ,1998-8-4
V08081,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,PCSSME  ,1998-8-4
